course_level,ERM_SCORE,sat_new_math,act_math,hs_gpa,Compliance,course_number_updated
400,,,26.0,3.87,Compliant,161Q
300,,,,,Uncompliant,216Q
300,,540.0,21.0,4.0,Compliant,216Q
150,15.0,,,1.56,Compliant,Combo1
500,,,35.0,3.83,Compliant,171Q
400,,,,3.59,Compliant,151Q
150,10.0,,,3.7,Compliant,Combo1
300,,,27.0,4.0,Compliant,132
400,,,27.0,3.74,Compliant,161Q
500,40.0,610.0,25.0,4.0,Compliant,171Q
400,,500.0,,3.83,Compliant,161Q
400,40.0,510.0,,3.85,Compliant,151Q
100,10.0,,,2.72,Compliant,088
300,40.0,,,3.54,Compliant,216Q
100,,510.0,,3.29,Compliant,Combo2
300,30.0,,,,Compliant,121Q
300,30.0,,,2.69,Compliant,121Q
300,,,18.0,3.59,Compliant,216Q
100,15.0,,,4.0,Compliant,Combo2
500,,,26.0,3.5,Compliant,171Q
400,,,15.0,4.0,Compliant,161Q
300,,,21.0,3.91,Compliant,216Q
300,30.0,,19.0,3.58,Compliant,121Q
400,,,23.0,3.93,Compliant,151Q
100,15.0,,,2.9,Compliant,Combo2
250,,530.0,,3.0,Compliant,Combo3
400,40.0,,,3.14,Compliant,151Q
150,,,18.0,3.2,Compliant,Combo1
400,,610.0,,4.0,Compliant,161Q
100,,,16.0,3.3,Compliant,Combo2
300,40.0,,,,Compliant,216Q
500,,680.0,,4.0,Compliant,171Q
500,,,33.0,4.0,Compliant,171Q
400,40.0,,,3.79,Compliant,151Q
100,10.0,,,2.7,Compliant,088
100,10.0,,,1.8,Compliant,Combo2
400,,610.0,,3.63,Compliant,151Q
400,,,26.0,,Compliant,151Q
400,,620.0,,3.13,Compliant,151Q
100,10.0,,17.0,3.59,Compliant,Combo2
300,,,23.0,,Compliant,121Q
100,,,17.0,,Compliant,Combo2
300,,560.0,,4.0,Compliant,121Q
400,40.0,580.0,,3.75,Compliant,151Q
300,40.0,,19.0,4.0,Compliant,216Q
250,25.0,,,3.2,Compliant,Combo3
400,40.0,,,4.0,Compliant,151Q
300,30.0,,,3.03,Compliant,121Q
300,30.0,,,3.56,Compliant,121Q
400,,,28.0,,Uncompliant,161Q
300,,660.0,,,Uncompliant,216Q
250,,,21.0,3.11,Compliant,Combo3
100,15.0,,,3.73,Compliant,Combo2
300,30.0,,,3.09,Compliant,121Q
500,,780.0,,4.0,Compliant,171Q
400,,,25.0,3.61,Compliant,161Q
300,,,24.0,2.51,Compliant,121Q
400,40.0,,,2.54,Compliant,161Q
100,,510.0,,3.01,Compliant,Combo2
300,40.0,,,3.77,Compliant,216Q
300,30.0,,,3.34,Compliant,121Q
500,40.0,620.0,,3.74,Compliant,171Q
300,,,24.0,3.29,Compliant,121Q
100,,,18.0,3.6,Compliant,Combo2
400,40.0,,21.0,3.97,Compliant,161Q
300,,,26.0,4.0,Compliant,216Q
300,30.0,,19.0,3.722,Compliant,121Q
300,25.0,580.0,,3.81,Compliant,216Q
100,,,14.0,3.7,Compliant,Combo2
300,,,23.0,3.89,Compliant,216Q
300,,580.0,,3.26,Compliant,121Q
100,15.0,,,2.75,Compliant,Combo2
100,10.0,,,3.19,Compliant,Combo2
100,15.0,,,2.45,Compliant,Combo2
300,25.0,,,3.9,Compliant,121Q
400,,630.0,,3.94,Compliant,161Q
400,,720.0,30.0,3.89,Compliant,151Q
250,25.0,,,3.39,Compliant,Combo3
400,,,28.0,4.0,Compliant,161Q
100,15.0,,,1.89,Compliant,Combo2
150,15.0,,,2.92,Compliant,Combo1
300,,,35.0,3.94,Compliant,216Q
100,,,18.0,3.14,Compliant,Combo2
300,30.0,,,4.0,Compliant,216Q
150,15.0,,,3.35,Compliant,Combo1
100,15.0,,,3.68,Compliant,Combo2
250,,,,2.79,Uncompliant,Combo3
400,40.0,,19.0,4.0,Compliant,161Q
400,,,23.0,3.96,Compliant,161Q
300,30.0,,16.0,3.24,Compliant,121Q
400,,,25.0,3.41,Compliant,161Q
100,15.0,,,3.0,Compliant,Combo2
300,,,23.0,3.75,Compliant,121Q
290,,590.0,24.0,3.6,Compliant,105Q
300,30.0,,,3.74,Compliant,121Q
300,,,19.0,2.96,Uncompliant,132
300,30.0,,,2.51,Compliant,121Q
300,30.0,,,2.82,Compliant,121Q
290,30.0,,,3.0,Compliant,105Q
400,,620.0,,3.64,Compliant,151Q
100,10.0,,,3.03,Compliant,088
100,,430.0,,3.52,Compliant,Combo2
100,10.0,,,2.9,Compliant,088
290,40.0,,,2.98,Compliant,105Q
150,10.0,510.0,,3.17,Compliant,Combo1
300,30.0,,,3.93,Compliant,121Q
300,,,31.0,3.45,Compliant,216Q
300,,,22.0,3.69,Compliant,121Q
100,15.0,430.0,,2.63,Compliant,Combo2
400,,530.0,,3.99,Compliant,161Q
250,25.0,370.0,,3.86,Compliant,Combo3
400,40.0,580.0,23.0,3.8,Compliant,161Q
300,,570.0,,3.56,Compliant,121Q
500,,,28.0,4.0,Compliant,171Q
300,,570.0,,3.62,Compliant,121Q
400,30.0,,,3.66,Compliant,151Q
300,30.0,,,3.48,Compliant,121Q
300,30.0,,,2.26,Compliant,121Q
100,15.0,,,3.14,Compliant,Combo2
300,,,,,Uncompliant,216Q
400,,570.0,,3.77,Compliant,151Q
250,30.0,,,2.8,Compliant,Combo3
400,,650.0,,3.93,Compliant,161Q
250,25.0,,,,Compliant,Combo3
250,25.0,,,3.6,Compliant,Combo3
400,40.0,,,3.6,Compliant,151Q
300,40.0,560.0,,3.86,Compliant,216Q
300,30.0,,,4.0,Compliant,121Q
500,40.0,,26.0,3.56,Compliant,171Q
150,15.0,,,3.26,Compliant,090
300,30.0,,,3.05,Compliant,121Q
100,15.0,,,2.79,Compliant,Combo2
150,15.0,,,3.88,Compliant,Combo1
100,,,18.0,3.78,Compliant,Combo2
300,,,,3.9,Compliant,121Q
400,,,,2.7,Uncompliant,161Q
300,10.0,,,,Uncompliant,216Q
290,30.0,,,,Compliant,105Q
400,40.0,,,3.6,Compliant,151Q
400,40.0,,,2.9,Compliant,161Q
500,,,,,Uncompliant,171Q
100,10.0,,,3.39,Compliant,Combo2
500,40.0,,,3.66,Compliant,171Q
400,40.0,,17.0,3.84,Compliant,151Q
500,,,28.0,3.99,Compliant,171Q
400,,660.0,,4.0,Compliant,161Q
290,,,25.0,3.98,Compliant,105Q
290,,,25.0,3.72,Compliant,105Q
400,,,26.0,3.9,Compliant,151Q
400,40.0,,,4.08,Compliant,151Q
400,40.0,,,3.54,Compliant,161Q
250,15.0,,22.0,3.11,Compliant,Combo3
500,,,27.0,3.77,Compliant,171Q
100,,,16.0,3.03,Compliant,Combo2
400,,,25.0,3.55,Compliant,151Q
300,30.0,,,3.7,Compliant,121Q
500,40.0,530.0,22.0,,Uncompliant,171Q
150,15.0,,,2.64,Compliant,Combo1
300,40.0,,,,Compliant,121Q
100,15.0,,,2.73,Compliant,Combo2
300,40.0,,,,Compliant,216Q
100,15.0,,,2.15,Compliant,Combo2
400,,,,,Uncompliant,161Q
400,,,24.0,3.81,Compliant,151Q
100,15.0,,,3.09,Compliant,Combo2
300,30.0,,,3.34,Compliant,121Q
300,,,24.0,2.62,Compliant,121Q
300,,,,3.81,Compliant,216Q
300,,,29.0,4.0,Compliant,216Q
400,40.0,550.0,,4.02,Compliant,151Q
500,40.0,,24.0,3.2,Compliant,171Q
150,10.0,,,3.82,Compliant,Combo1
100,15.0,,,3.12,Compliant,Combo2
300,25.0,,,,Uncompliant,121Q
300,,,28.0,3.015,Compliant,132
100,10.0,,,,Compliant,Combo2
300,,590.0,,,Uncompliant,216Q
400,40.0,620.0,,4.0,Compliant,151Q
300,30.0,,,3.43,Compliant,121Q
300,,,23.0,3.94,Compliant,216Q
290,30.0,,,2.16,Compliant,105Q
300,25.0,,,2.5,Uncompliant,121Q
300,30.0,,,3.05,Compliant,121Q
300,30.0,,,2.78,Compliant,121Q
100,,,18.0,3.317,Compliant,Combo2
500,,,27.0,4.0,Compliant,171Q
300,40.0,540.0,,4.0,Compliant,216Q
300,,630.0,,4.0,Compliant,216Q
250,25.0,,17.0,3.57,Compliant,Combo3
300,,620.0,,3.96,Compliant,216Q
400,,620.0,,3.8,Compliant,161Q
300,,,26.0,3.34,Compliant,216Q
300,30.0,,,,Compliant,121Q
300,30.0,520.0,,3.31,Compliant,121Q
500,,640.0,,4.0,Compliant,171Q
300,40.0,,,3.96,Compliant,121Q
100,15.0,,,2.95,Compliant,Combo2
400,40.0,,,4.0,Compliant,151Q
300,30.0,,19.0,,Compliant,121Q
400,,,27.0,3.89,Compliant,161Q
400,,,24.0,3.9,Compliant,151Q
290,,,25.0,3.94,Compliant,105Q
300,,,28.0,3.51,Compliant,216Q
400,,,26.0,4.0,Compliant,161Q
500,,,26.0,3.45,Compliant,171Q
100,,450.0,,3.39,Compliant,Combo2
300,30.0,,,2.87,Compliant,121Q
400,30.0,,26.0,2.8,Compliant,161Q
300,,,,3.38,Compliant,121Q
300,,730.0,,4.0,Compliant,216Q
100,10.0,,,3.72,Compliant,Combo2
300,40.0,,,,Compliant,216Q
100,15.0,,,2.87,Compliant,Combo2
400,,,26.0,3.98,Compliant,151Q
300,30.0,,19.0,4.0,Compliant,121Q
500,,,32.0,3.979,Compliant,171Q
400,,,25.0,3.7,Compliant,151Q
500,,,29.0,4.0,Compliant,171Q
300,40.0,580.0,24.0,4.0,Compliant,216Q
500,,,,3.88,Compliant,171Q
300,,570.0,,4.0,Compliant,216Q
250,25.0,,,,Compliant,Combo3
300,30.0,,,3.09,Compliant,121Q
500,,640.0,,3.9,Compliant,171Q
400,40.0,560.0,,3.9,Compliant,151Q
300,,550.0,,4.0,Compliant,121Q
300,30.0,,,4.02,Compliant,121Q
500,,750.0,,4.19,Compliant,171Q
100,10.0,430.0,18.0,3.3,Compliant,Combo2
100,,500.0,19.0,3.23,Compliant,Combo2
300,40.0,,,3.72,Compliant,216Q
400,40.0,,,3.66,Compliant,151Q
300,30.0,,,3.55,Compliant,121Q
100,,,17.0,3.46,Compliant,Combo2
300,,,25.0,4.11,Compliant,216Q
100,10.0,,,3.28,Compliant,088
400,30.0,,,,Uncompliant,161Q
300,,560.0,,3.42,Compliant,121Q
250,25.0,,,3.16,Compliant,Combo3
300,,720.0,,3.99,Compliant,216Q
100,,,17.0,3.0,Compliant,Combo2
100,10.0,,,3.57,Compliant,Combo2
300,,580.0,,3.0,Compliant,121Q
300,30.0,,,,Compliant,132
300,30.0,,,3.61,Compliant,121Q
150,,,18.0,3.27,Compliant,Combo1
400,,600.0,,3.77,Compliant,151Q
500,,640.0,,3.51,Compliant,171Q
400,30.0,,,,Uncompliant,161Q
150,,,16.0,,Uncompliant,090
300,30.0,,,3.72,Compliant,121Q
400,,620.0,,3.76,Compliant,151Q
400,,,24.0,3.97,Compliant,161Q
100,,540.0,24.0,3.0,Compliant,Combo2
250,,540.0,,2.71,Uncompliant,Combo3
300,,,28.0,,Uncompliant,216Q
300,,,24.0,3.45,Compliant,121Q
300,,,21.0,3.82,Compliant,121Q
400,40.0,,23.0,3.6,Compliant,151Q
500,40.0,,23.0,3.6,Compliant,171Q
100,10.0,440.0,,2.67,Compliant,Combo2
400,40.0,,,,Compliant,151Q
100,10.0,,,3.7,Compliant,Combo2
150,,430.0,,2.43,Uncompliant,Combo1
100,,490.0,,3.58,Compliant,Combo2
300,,,,3.76,Compliant,216Q
400,,,25.0,3.75,Compliant,161Q
400,40.0,,,,Compliant,151Q
400,40.0,,,3.3,Compliant,151Q
100,10.0,480.0,,3.02,Compliant,Combo2
300,,,,4.0,Compliant,216Q
400,,600.0,,3.78,Compliant,161Q
300,30.0,,,3.6,Compliant,121Q
300,40.0,580.0,,3.99,Compliant,216Q
300,,,28.0,3.77,Compliant,121Q
400,40.0,570.0,,3.96,Compliant,161Q
400,,590.0,,4.0,Compliant,151Q
300,30.0,,,3.9,Compliant,121Q
400,,,25.0,4.0,Compliant,151Q
400,30.0,520.0,,3.98,Compliant,161Q
250,25.0,,,3.92,Compliant,Combo3
400,40.0,580.0,,4.09,Compliant,151Q
290,,,19.0,4.15,Compliant,105Q
400,15.0,,,3.38,Compliant,161Q
100,,,15.0,3.58,Compliant,Combo2
400,40.0,520.0,,4.0,Compliant,161Q
500,,470.0,,3.21,Compliant,165Q
290,30.0,,,2.38,Compliant,105Q
100,15.0,,,2.64,Compliant,Combo2
100,,,16.0,3.45,Compliant,Combo2
300,40.0,,17.0,4.01,Compliant,216Q
400,40.0,,,,Compliant,151Q
300,30.0,,,3.61,Compliant,121Q
400,30.0,,,,Uncompliant,151Q
500,,,,,Uncompliant,171Q
250,25.0,470.0,,2.84,Compliant,Combo3
250,25.0,,16.0,3.62,Compliant,Combo3
300,40.0,540.0,,3.85,Compliant,216Q
300,,,,,Uncompliant,121Q
300,,540.0,,3.6,Compliant,121Q
300,,620.0,,3.73,Compliant,216Q
400,40.0,,,3.68,Compliant,161Q
300,,,25.0,3.8,Compliant,216Q
400,,,26.0,4.0,Compliant,161Q
250,25.0,,17.0,3.54,Compliant,Combo3
300,30.0,,,,Compliant,121Q
500,,660.0,,3.31,Compliant,171Q
300,30.0,,,2.89,Compliant,121Q
300,,560.0,,3.69,Compliant,216Q
400,,620.0,,3.5,Compliant,161Q
100,15.0,360.0,,2.9,Compliant,Combo2
300,30.0,,,2.9,Compliant,121Q
300,,,21.0,3.43,Compliant,121Q
300,,,21.0,3.43,Compliant,216Q
100,,500.0,,3.08,Compliant,Combo2
300,30.0,440.0,,3.95,Compliant,121Q
400,40.0,630.0,,3.76,Compliant,151Q
100,,490.0,,3.75,Compliant,Combo2
300,,580.0,,4.0,Compliant,121Q
100,15.0,,,2.76,Compliant,Combo2
100,10.0,,,3.08,Compliant,088
150,,,19.0,3.51,Compliant,090
400,,,19.0,3.15,Compliant,151Q
300,30.0,,17.0,4.0,Compliant,121Q
300,,560.0,19.0,3.71,Compliant,121Q
250,30.0,,,2.8,Compliant,Combo3
100,15.0,,,2.37,Compliant,Combo2
250,25.0,,,4.0,Compliant,Combo3
400,40.0,,,3.2,Compliant,161Q
500,30.0,610.0,,3.58,Compliant,171Q
100,15.0,,,2.99,Compliant,Combo2
150,15.0,,,3.78,Compliant,090
300,,,26.0,3.21,Compliant,121Q
300,40.0,,,,Compliant,216Q
400,,,,,Uncompliant,161Q
400,,,27.0,3.3,Compliant,161Q
300,40.0,,,3.7,Compliant,121Q
400,,630.0,,3.77,Compliant,161Q
150,25.0,,,3.18,Compliant,Combo1
150,,,17.0,2.11,Compliant,090
300,30.0,,19.0,3.18,Compliant,121Q
400,30.0,,19.0,3.18,Compliant,161Q
300,30.0,620.0,,2.3,Compliant,216Q
300,30.0,500.0,17.0,3.6,Compliant,121Q
300,,,27.0,3.65,Compliant,216Q
290,,,24.0,3.48,Compliant,105Q
400,,,23.0,3.87,Compliant,161Q
500,,,23.0,4.0,Compliant,171Q
400,40.0,,17.0,4.09,Compliant,151Q
300,,,20.0,4.0,Compliant,216Q
400,,,27.0,3.31,Compliant,151Q
500,,,27.0,3.94,Compliant,171Q
100,10.0,,,3.3,Compliant,Combo2
290,,,26.0,4.0,Compliant,105Q
100,,,13.0,3.46,Compliant,088
400,,600.0,,4.08,Compliant,151Q
300,,550.0,,3.87,Compliant,121Q
250,25.0,,,3.49,Compliant,Combo3
400,40.0,630.0,27.0,3.68,Compliant,151Q
300,,570.0,,4.58,Compliant,216Q
300,,520.0,,4.43,Compliant,216Q
300,,570.0,23.0,2.86,Compliant,121Q
290,,,24.0,3.95,Compliant,105Q
300,,590.0,23.0,,Compliant,216Q
400,40.0,,,2.14,Compliant,161Q
100,10.0,,,1.9,Compliant,Combo2
400,40.0,,,3.89,Compliant,151Q
400,,620.0,,3.69,Compliant,151Q
300,30.0,,,,Compliant,121Q
300,30.0,,,2.74,Compliant,121Q
500,,,31.0,3.59,Compliant,171Q
100,,,17.0,2.5,Compliant,Combo2
290,,,25.0,3.6,Compliant,105Q
300,30.0,,19.0,3.51,Compliant,121Q
100,,,17.0,3.47,Compliant,Combo2
300,10.0,,23.0,3.76,Compliant,121Q
100,,,15.0,3.97,Compliant,Combo2
300,30.0,460.0,,3.7,Compliant,121Q
300,30.0,,18.0,4.0,Compliant,121Q
100,15.0,,,3.61,Compliant,Combo2
500,40.0,720.0,,,Uncompliant,171Q
400,,,21.0,2.73,Uncompliant,161Q
300,,,,4.0,Compliant,216Q
300,30.0,560.0,,3.72,Compliant,121Q
400,40.0,,,3.8,Compliant,151Q
400,40.0,580.0,,3.55,Compliant,151Q
100,,,18.0,2.68,Uncompliant,Combo2
300,30.0,570.0,,3.51,Compliant,121Q
300,,540.0,,3.57,Compliant,121Q
400,,560.0,,4.0,Compliant,161Q
150,,510.0,,3.97,Compliant,090
400,,,27.0,4.0,Compliant,161Q
300,40.0,,,4.0,Compliant,216Q
400,30.0,570.0,,3.9,Compliant,151Q
300,30.0,,,3.0,Compliant,121Q
400,40.0,620.0,,2.74,Compliant,151Q
150,,,20.0,,Compliant,090
300,30.0,,,3.09,Compliant,121Q
300,30.0,,16.0,3.8,Compliant,132
500,,,28.0,3.98,Compliant,171Q
250,25.0,,,3.34,Compliant,Combo3
300,,680.0,,3.81,Compliant,216Q
300,,,22.0,3.69,Compliant,121Q
250,25.0,,,3.25,Compliant,Combo3
400,40.0,,,3.0,Compliant,151Q
500,15.0,510.0,,4.0,Compliant,165Q
250,,,20.0,3.92,Compliant,Combo3
300,25.0,540.0,,3.98,Compliant,121Q
290,,,,,Uncompliant,105Q
400,40.0,420.0,,3.62,Compliant,151Q
300,30.0,,,3.62,Compliant,121Q
400,15.0,490.0,,3.57,Compliant,161Q
250,,,21.0,3.18,Compliant,Combo3
400,,590.0,,3.62,Compliant,151Q
300,,550.0,,3.71,Compliant,121Q
100,,390.0,,2.41,Compliant,Combo2
500,40.0,,19.0,2.95,Uncompliant,171Q
500,,,34.0,3.55,Compliant,171Q
300,30.0,,,2.25,Compliant,121Q
500,,690.0,,3.99,Compliant,171Q
300,40.0,,,3.58,Compliant,216Q
300,30.0,,,3.07,Compliant,121Q
300,,580.0,,3.51,Compliant,121Q
400,,,,3.74,Compliant,161Q
100,,510.0,,2.87,Uncompliant,Combo2
400,40.0,500.0,,2.55,Compliant,151Q
300,,,21.0,3.7,Compliant,121Q
400,30.0,,,3.17,Compliant,151Q
500,30.0,,,3.17,Compliant,171Q
500,,640.0,,4.0,Compliant,171Q
400,40.0,,,,Compliant,151Q
100,,500.0,,4.1,Compliant,Combo2
100,,500.0,,3.17,Compliant,Combo2
100,,,19.0,3.52,Compliant,Combo2
400,30.0,,29.0,4.0,Compliant,161Q
250,25.0,,,4.0,Compliant,Combo3
300,,,24.0,3.98,Compliant,216Q
100,15.0,,16.0,2.78,Compliant,Combo2
300,,,20.0,3.8,Compliant,216Q
500,,640.0,,3.68,Compliant,171Q
400,40.0,,,,Compliant,151Q
300,30.0,,,,Compliant,121Q
100,,,16.0,3.0,Compliant,Combo2
150,,,15.0,3.3,Compliant,Combo1
400,,,26.0,4.09,Compliant,161Q
400,40.0,550.0,18.0,3.8,Compliant,161Q
300,,,25.0,3.94,Compliant,216Q
150,15.0,,,3.56,Compliant,090
400,40.0,,,2.67,Compliant,151Q
300,,,21.0,3.64,Compliant,121Q
400,30.0,590.0,,3.9,Compliant,151Q
100,15.0,,,2.54,Compliant,Combo2
150,15.0,,,,Compliant,090
100,15.0,,,,Compliant,Combo2
250,25.0,,20.0,3.23,Compliant,Combo3
150,15.0,,19.0,3.71,Compliant,090
400,,,25.0,3.1,Compliant,151Q
400,,,25.0,3.1,Compliant,161Q
300,,,25.0,4.0,Compliant,216Q
400,40.0,,26.0,3.94,Compliant,151Q
300,,,23.0,3.64,Compliant,121Q
400,,,29.0,4.0,Compliant,161Q
300,,,22.0,3.6,Compliant,121Q
400,,,26.0,,Compliant,161Q
300,,,23.0,3.08,Compliant,121Q
300,30.0,,18.0,3.94,Compliant,121Q
100,,,19.0,3.45,Compliant,Combo2
400,40.0,,27.0,4.0,Compliant,151Q
400,,,23.0,3.95,Compliant,151Q
500,,,26.0,4.0,Compliant,171Q
400,,,26.0,3.55,Compliant,161Q
400,,,25.0,3.2,Compliant,151Q
300,,,26.0,,Uncompliant,121Q
250,,,21.0,3.42,Compliant,Combo3
400,,,17.0,2.96,Uncompliant,161Q
400,30.0,,26.0,3.13,Compliant,161Q
100,,,17.0,3.02,Compliant,Combo2
300,,,21.0,3.7,Compliant,121Q
400,,,22.0,3.7,Compliant,151Q
250,,,15.0,3.6,Compliant,Combo3
100,,,15.0,3.6,Compliant,Combo2
100,,,19.0,2.55,Uncompliant,Combo2
300,,,23.0,3.83,Compliant,121Q
300,,,21.0,3.74,Compliant,121Q
250,,,21.0,3.05,Compliant,Combo3
300,,,18.0,3.99,Compliant,216Q
400,,,32.0,4.0,Compliant,161Q
290,,,25.0,3.48,Compliant,105Q
100,,,15.0,2.87,Compliant,088
100,10.0,,16.0,3.2,Compliant,Combo2
400,,,26.0,3.75,Compliant,151Q
300,,,17.0,3.59,Compliant,216Q
300,,,25.0,3.64,Compliant,216Q
300,,,29.0,4.0,Compliant,216Q
300,30.0,,17.0,3.76,Compliant,121Q
400,,,26.0,3.903,Compliant,161Q
100,,,14.0,3.0,Compliant,Combo2
500,40.0,,29.0,3.87,Compliant,171Q
100,,,14.0,3.44,Compliant,Combo2
400,,,18.0,3.43,Compliant,161Q
100,,,19.0,3.71,Compliant,Combo2
300,,,26.0,4.0,Compliant,216Q
300,,,25.0,3.92,Compliant,216Q
100,,,13.0,2.8,Compliant,Combo2
300,30.0,,21.0,4.0,Compliant,121Q
400,40.0,,18.0,3.65,Compliant,151Q
500,,,29.0,4.0,Compliant,171Q
400,,,26.0,3.69,Compliant,151Q
400,40.0,,16.0,3.69,Compliant,161Q
500,,,29.0,3.64,Compliant,171Q
400,,,26.0,3.72,Compliant,151Q
300,,,26.0,3.72,Compliant,216Q
300,30.0,,16.0,3.6,Compliant,121Q
100,,,15.0,3.69,Compliant,Combo2
300,,,16.0,,Uncompliant,121Q
500,,,23.0,3.25,Compliant,171Q
250,,,20.0,3.73,Compliant,Combo3
300,,,24.0,3.87,Compliant,216Q
300,,,23.0,3.57,Compliant,121Q
500,,,22.0,4.0,Compliant,171Q
300,,,26.0,3.94,Compliant,216Q
300,,,26.0,3.91,Compliant,216Q
400,40.0,,26.0,4.0,Compliant,151Q
300,30.0,,,3.06,Compliant,216Q
300,30.0,,,3.06,Compliant,121Q
300,,,27.0,4.0,Compliant,132
300,25.0,,18.0,2.96,Uncompliant,121Q
400,25.0,,18.0,2.96,Uncompliant,151Q
300,,,24.0,4.0,Compliant,121Q
100,15.0,,17.0,3.38,Compliant,Combo2
100,,,16.0,2.39,Compliant,088
290,,,,,Uncompliant,105Q
400,40.0,,24.0,2.7,Compliant,151Q
290,40.0,,21.0,,Compliant,105Q
500,,,28.0,3.14,Compliant,171Q
300,,,26.0,4.0,Compliant,121Q
300,40.0,,16.0,3.97,Compliant,216Q
300,,,17.0,2.6,Uncompliant,121Q
400,,,26.0,4.0,Compliant,161Q
100,,,18.0,3.02,Compliant,Combo2
400,,,27.0,3.93,Compliant,151Q
300,,,26.0,3.1,Compliant,216Q
100,,,18.0,3.28,Compliant,Combo2
400,,,18.0,3.89,Compliant,161Q
300,,,31.0,3.78,Compliant,216Q
500,,,27.0,3.07,Compliant,165Q
100,,,16.0,2.88,Compliant,Combo2
150,,470.0,17.0,2.83,Compliant,Combo1
400,40.0,,18.0,2.76,Compliant,151Q
300,,,29.0,4.0,Compliant,132
150,,520.0,,3.79,Compliant,Combo1
300,,,24.0,,Compliant,121Q
400,,,20.0,3.26,Compliant,151Q
300,,,26.0,3.38,Compliant,121Q
500,,,30.0,4.0,Compliant,171Q
400,30.0,,25.0,4.0,Compliant,151Q
100,,,16.0,3.66,Compliant,Combo2
500,,,27.0,4.0,Compliant,171Q
250,,,16.0,2.45,Uncompliant,Combo3
100,,,16.0,2.45,Compliant,Combo2
100,,,16.0,3.33,Compliant,Combo2
300,40.0,,23.0,3.83,Compliant,216Q
100,,,19.0,3.91,Compliant,Combo2
400,30.0,,24.0,3.74,Compliant,151Q
500,,,25.0,4.0,Compliant,165Q
400,40.0,,25.0,3.72,Compliant,151Q
300,15.0,,18.0,3.58,Compliant,121Q
300,15.0,,18.0,3.58,Compliant,216Q
100,,,15.0,1.73,Compliant,Combo2
500,,,28.0,3.51,Compliant,171Q
300,30.0,,18.0,3.59,Compliant,121Q
300,,690.0,,4.0,Compliant,121Q
100,10.0,,,,Compliant,088
300,,600.0,,4.0,Compliant,216Q
150,,,15.0,3.85,Compliant,Combo1
290,,,25.0,3.98,Compliant,105Q
500,30.0,,22.0,3.92,Compliant,171Q
300,,,22.0,3.94,Compliant,121Q
300,30.0,,16.0,3.74,Compliant,121Q
100,,,17.0,3.6,Compliant,Combo2
500,,,27.0,3.8,Compliant,171Q
400,,,20.0,3.87,Compliant,151Q
300,30.0,,,2.66,Compliant,121Q
150,30.0,,,,Compliant,090
100,10.0,,,2.58,Compliant,Combo2
100,10.0,,,2.5,Compliant,Combo2
100,10.0,,,2.5,Compliant,Combo2
300,,,,3.86,Compliant,216Q
100,10.0,,,2.5,Compliant,Combo2
250,25.0,,,,Compliant,Combo3
300,,560.0,,3.83,Compliant,121Q
250,25.0,,,3.92,Compliant,Combo3
100,,,20.0,3.43,Compliant,Combo2
300,30.0,,,3.49,Compliant,121Q
500,,,24.0,3.91,Compliant,171Q
300,,,23.0,3.39,Compliant,216Q
400,40.0,,20.0,3.72,Compliant,151Q
100,10.0,,16.0,2.93,Compliant,Combo2
300,30.0,,24.0,4.0,Compliant,121Q
250,25.0,,20.0,4.0,Compliant,Combo3
300,,,21.0,4.0,Compliant,121Q
300,,,23.0,3.06,Compliant,121Q
500,40.0,,26.0,4.0,Compliant,171Q
400,40.0,,23.0,3.28,Compliant,151Q
150,,,19.0,3.85,Compliant,Combo1
290,30.0,,17.0,3.22,Compliant,105Q
400,40.0,,23.0,3.2,Compliant,151Q
300,40.0,,24.0,3.98,Compliant,216Q
150,,,18.0,3.85,Compliant,Combo1
300,,,21.0,3.83,Compliant,121Q
300,,,23.0,3.69,Compliant,121Q
100,,490.0,,4.0,Compliant,Combo2
100,,380.0,,2.7,Compliant,Combo2
300,,,23.0,3.11,Compliant,121Q
300,30.0,,,3.1,Compliant,121Q
300,30.0,,,3.75,Compliant,216Q
300,30.0,,,,Compliant,121Q
300,30.0,,,3.15,Compliant,121Q
400,,650.0,,3.53,Compliant,161Q
300,40.0,,,3.57,Compliant,216Q
400,40.0,,18.0,3.47,Compliant,151Q
300,,,24.0,4.0,Compliant,121Q
100,10.0,,,3.73,Compliant,Combo2
300,30.0,500.0,,3.92,Compliant,121Q
300,40.0,680.0,,,Compliant,216Q
100,15.0,,,2.44,Compliant,Combo2
100,10.0,,,2.6,Compliant,Combo2
300,30.0,,,,Compliant,121Q
500,,660.0,26.0,2.85,Uncompliant,171Q
500,,650.0,28.0,3.95,Compliant,171Q
300,30.0,,13.0,3.0,Compliant,121Q
100,,,,,Uncompliant,Combo2
400,40.0,,17.0,,Compliant,161Q
100,10.0,,,3.48,Compliant,088
400,,,,4.0,Compliant,161Q
250,,540.0,,2.54,Uncompliant,Combo3
300,,580.0,,2.36,Compliant,121Q
300,30.0,,,,Compliant,121Q
300,30.0,,,2.43,Compliant,121Q
400,30.0,620.0,,3.97,Compliant,161Q
300,,,24.0,3.87,Compliant,216Q
400,,,22.0,4.02,Compliant,151Q
300,40.0,,20.0,3.3,Compliant,121Q
400,,600.0,,3.66,Compliant,161Q
300,30.0,,,3.15,Compliant,121Q
400,40.0,,,,Compliant,151Q
300,,,24.0,3.57,Compliant,121Q
